Type I_index Init_J Init_S Init_K Init_mF Init_XI F_index Final_J Final_S Final_K Final_mF Final_XI Rabi_Rate_Real Rabi_Rate_Imag
sigma+ 83 2 -1 +2.0 -0.5 2 78 2 -1 +2.0 +0.5 1 -1.64916278e-06 -1.48524393e-24
sigma+ 21 2 1 +2.0 -0.5 1 26 2 1 +2.0 +0.5 2 -1.64916278e-06 -1.48524393e-24
sigma+ 25 2 1 +2.0 -0.5 2 20 2 1 +2.0 +0.5 1 -1.64916278e-06 -1.48524393e-24
sigma+ 17 1 1 +0.0 -0.5 3 8 1 1 +0.0 +0.5 1 -1.64906462e-06 0.00000000e+00
sigma+ 431 4 -1 +0.0 +2.5 3 430 4 -1 +0.0 +3.5 3 1.64782977e-06 0.00000000e+00
sigma+ 360 4 -1 +3.0 +1.5 3 359 4 -1 +3.0 +2.5 3 1.63979621e-06 0.00000000e+00
sigma+ 256 4 1 +3.0 +1.5 3 255 4 1 +3.0 +2.5 3 1.63979619e-06 0.00000000e+00
sigma+ 143 3 1 +1.0 -1.5 2 142 3 1 +1.0 -0.5 2 6.11485675e-16 1.63889440e-06
sigma+ 281 3 -1 +1.0 -1.5 2 280 3 -1 +1.0 -0.5 2 -1.63887774e-06 2.79284219e-24
sigma+ 429 4 -1 +0.0 -4.5 2 437 4 -1 +0.0 -3.5 3 1.63746824e-06 0.00000000e+00
sigma+ 167 3 1 +0.0 -2.5 3 159 3 1 +0.0 -1.5 2 1.63435647e-06 0.00000000e+00
sigma+ 167 3 1 +0.0 -2.5 3 10 1 1 +0.0 -1.5 1 -1.63323314e-06 0.00000000e+00
sigma+ 369 4 -1 +3.0 +0.5 4 370 4 -1 +3.0 +1.5 4 1.62391008e-06 0.00000000e+00
sigma+ 265 4 1 +3.0 +0.5 4 266 4 1 +3.0 +1.5 4 1.62391008e-06 0.00000000e+00
sigma+ 158 3 1 +0.0 -0.5 2 148 3 1 +0.0 +0.5 1 1.61617151e-06 0.00000000e+00
sigma+ 140 3 1 +1.0 -2.5 2 333 4 1 +1.0 -1.5 2 -4.52398359e-24 1.61071015e-06
sigma+ 278 3 -1 +1.0 -2.5 2 405 4 -1 +1.0 -1.5 2 3.85805317e-24 -1.61071015e-06
sigma+ 436 4 -1 +0.0 -2.5 3 435 4 -1 +0.0 -1.5 3 1.60607857e-06 0.00000000e+00
sigma+ 160 3 1 +0.0 -2.5 2 150 3 1 +0.0 -1.5 1 -1.60546910e-06 0.00000000e+00
sigma+ 116 2 -1 +0.0 -2.5 1 426 4 -1 +0.0 -1.5 2 -1.60473772e-06 0.00000000e+00
sigma+ 71 3 1 +3.0 -2.5 3 70 3 1 +3.0 -1.5 3 -1.60467983e-06 0.00000000e+00
sigma+ 195 3 -1 +3.0 -2.5 3 194 3 -1 +3.0 -1.5 3 1.60467979e-06 0.00000000e+00
sigma+ 55 3 1 +3.0 -2.5 1 250 4 1 +3.0 -1.5 2 -1.60448319e-06 0.00000000e+00
sigma+ 179 3 -1 +3.0 -2.5 1 354 4 -1 +3.0 -1.5 2 -1.60448316e-06 0.00000000e+00
sigma+ 1 1 1 +1.0 +0.5 1 33 2 1 +1.0 +1.5 1 -2.72692604e-24 -1.60312744e-06
sigma+ 43 1 -1 +1.0 +0.5 1 101 2 -1 +1.0 +1.5 1 -1.60312744e-06 6.09822911e-24
sigma+ 197 3 -1 +3.0 -0.5 4 361 4 -1 +3.0 +0.5 3 1.59271402e-06 0.00000000e+00
sigma+ 73 3 1 +3.0 -0.5 4 257 4 1 +3.0 +0.5 3 -1.59271402e-06 0.00000000e+00
sigma+ 69 3 1 +3.0 -0.5 3 248 4 1 +3.0 +0.5 2 1.59196978e-06 0.00000000e+00
sigma+ 193 3 -1 +3.0 -0.5 3 352 4 -1 +3.0 +0.5 2 -1.59196978e-06 0.00000000e+00
sigma+ 150 3 1 +0.0 -1.5 1 149 3 1 +0.0 -0.5 1 1.58817660e-06 0.00000000e+00
sigma+ 437 4 -1 +0.0 -3.5 3 436 4 -1 +0.0 -2.5 3 -1.58707331e-06 0.00000000e+00
sigma+ 329 4 1 +1.0 +2.5 2 328 4 1 +1.0 +3.5 2 1.62742961e-21 1.58632556e-06
sigma+ 401 4 -1 +1.0 +2.5 2 400 4 -1 +1.0 +3.5 2 -1.58632556e-06 2.03240087e-24
sigma+ 437 4 -1 +0.0 -3.5 3 438 4 -1 +0.0 -2.5 4 1.58380302e-06 0.00000000e+00
sigma+ 3 1 1 +1.0 -1.5 1 142 3 1 +1.0 -0.5 2 1.57653605e-06 -7.25390293e-25
sigma+ 45 1 -1 +1.0 -1.5 1 280 3 -1 +1.0 -0.5 2 -1.57652804e-06 1.17074717e-23
sigma+ 4 1 1 +1.0 -0.5 2 34 2 1 +1.0 +0.5 1 7.01722352e-24 -1.57390717e-06
sigma+ 46 1 -1 +1.0 -0.5 2 102 2 -1 +1.0 +0.5 1 1.39540891e-24 1.57390715e-06
sigma+ 147 3 1 +0.0 +1.5 1 155 3 1 +0.0 +2.5 2 -1.57322042e-06 0.00000000e+00
sigma+ 80 2 -1 +2.0 -1.5 1 377 4 -1 +2.0 -0.5 1 1.57310577e-06 -3.29406492e-25
sigma+ 22 2 1 +2.0 -1.5 1 305 4 1 +2.0 -0.5 1 -1.57310576e-06 3.29406486e-25
sigma+ 242 4 1 +3.0 -4.5 1 65 3 1 +3.0 -3.5 2 1.57200782e-06 0.00000000e+00
sigma+ 346 4 -1 +3.0 -4.5 1 189 3 -1 +3.0 -3.5 2 -1.57200769e-06 0.00000000e+00
sigma+ 427 4 -1 +0.0 -2.5 2 426 4 -1 +0.0 -1.5 2 -1.56836357e-06 0.00000000e+00
sigma+ 175 3 -1 +3.0 +1.5 1 339 4 -1 +3.0 +2.5 1 -1.56691935e-06 0.00000000e+00
sigma+ 51 3 1 +3.0 +1.5 1 235 4 1 +3.0 +2.5 1 -1.56691931e-06 0.00000000e+00
sigma+ 411 4 -1 +0.0 +2.5 1 410 4 -1 +0.0 +3.5 1 -1.56519801e-06 0.00000000e+00
sigma+ 30 0 -1 +0.0 -0.5 1 125 2 -1 +0.0 +0.5 3 1.56503872e-06 0.00000000e+00
sigma+ 78 2 -1 +2.0 +0.5 1 85 2 -1 +2.0 +1.5 2 -1.56483640e-06 7.97270201e-24
sigma+ 20 2 1 +2.0 +0.5 1 27 2 1 +2.0 +1.5 2 -1.56483639e-06 7.97270201e-24
sigma+ 156 3 1 +0.0 +1.5 2 162 3 1 +0.0 +2.5 3 1.56286643e-06 0.00000000e+00
sigma+ 61 3 1 +3.0 +0.5 2 236 4 1 +3.0 +1.5 1 -1.56011962e-06 0.00000000e+00
sigma+ 185 3 -1 +3.0 +0.5 2 340 4 -1 +3.0 +1.5 1 1.56011957e-06 0.00000000e+00
sigma+ 422 4 -1 +0.0 +2.5 2 421 4 -1 +0.0 +3.5 2 1.55789861e-06 0.00000000e+00
sigma+ 330 4 1 +1.0 +1.5 2 138 3 1 +1.0 +2.5 2 6.98278206e-24 -1.55740225e-06
sigma+ 402 4 -1 +1.0 +1.5 2 276 3 -1 +1.0 +2.5 2 1.55740225e-06 -2.63847747e-24
sigma+ 142 3 1 +1.0 -0.5 2 1 1 1 +1.0 +0.5 1 -1.36473452e-23 1.55252826e-06
sigma+ 280 3 -1 +1.0 -0.5 2 43 1 -1 +1.0 +0.5 1 9.29078576e-25 1.55252036e-06
sigma+ 278 3 -1 +1.0 -2.5 2 104 2 -1 +1.0 -1.5 1 -1.54771161e-06 -2.39281038e-40
sigma+ 140 3 1 +1.0 -2.5 2 36 2 1 +1.0 -1.5 1 -1.54771159e-06 -1.97617437e-40
sigma+ 391 4 -1 +1.0 +3.5 1 390 4 -1 +1.0 +4.5 1 1.54734899e-06 2.61816635e-24
sigma+ 319 4 1 +1.0 +3.5 1 318 4 1 +1.0 +4.5 1 1.54734899e-06 1.42916898e-20
sigma+ 407 4 -1 +1.0 -3.5 2 105 2 -1 +1.0 -2.5 1 -1.54438271e-06 -2.90504843e-24
sigma+ 335 4 1 +1.0 -3.5 2 37 2 1 +1.0 -2.5 1 -1.54438267e-06 -5.61875942e-24
sigma+ 325 4 1 +1.0 -2.5 1 324 4 1 +1.0 -1.5 1 1.54124819e-06 6.69347150e-24
sigma+ 397 4 -1 +1.0 -2.5 1 396 4 -1 +1.0 -1.5 1 -6.26426573e-24 1.54124819e-06
sigma+ 27 2 1 +2.0 +1.5 2 18 2 1 +2.0 +2.5 1 -1.54073752e-06 -6.21910972e-24
sigma+ 85 2 -1 +2.0 +1.5 2 76 2 -1 +2.0 +2.5 1 -1.54073751e-06 -6.21910970e-24
sigma+ 106 2 -1 +1.0 -1.5 2 107 2 -1 +1.0 -0.5 2 6.16717968e-24 1.53774812e-06
sigma+ 38 2 1 +1.0 -1.5 2 39 2 1 +1.0 -0.5 2 1.53774811e-06 -5.99108627e-24
sigma+ 3 1 1 +1.0 -1.5 1 134 3 1 +1.0 -0.5 1 1.52941743e-06 -7.03710236e-25
sigma+ 45 1 -1 +1.0 -1.5 1 272 3 -1 +1.0 -0.5 1 1.52941743e-06 -1.13576231e-23
sigma+ 85 2 -1 +2.0 +1.5 2 219 3 -1 +2.0 +2.5 1 4.78587897e-24 -1.52618478e-06
sigma+ 27 2 1 +2.0 +1.5 2 87 3 1 +2.0 +2.5 1 -1.52618476e-06 -4.78587891e-24
sigma+ 84 2 -1 +2.0 +0.5 2 220 3 -1 +2.0 +1.5 1 1.36663204e-24 1.51746030e-06
sigma+ 26 2 1 +2.0 +0.5 2 88 3 1 +2.0 +1.5 1 -1.51746029e-06 -5.85156599e-24
sigma+ 252 4 1 +3.0 -3.5 2 251 4 1 +3.0 -2.5 2 1.51037922e-06 0.00000000e+00
sigma+ 356 4 -1 +3.0 -3.5 2 355 4 -1 +3.0 -2.5 2 1.51037921e-06 0.00000000e+00
sigma+ 45 1 -1 +1.0 -1.5 1 46 1 -1 +1.0 -0.5 2 1.50462458e-06 -2.14805904e-24
sigma+ 3 1 1 +1.0 -1.5 1 4 1 1 +1.0 -0.5 2 1.50462457e-06 -3.23817785e-24
sigma+ 166 3 1 +0.0 -1.5 3 165 3 1 +0.0 -0.5 3 1.50391073e-06 0.00000000e+00
sigma+ 342 4 -1 +3.0 -0.5 1 185 3 -1 +3.0 +0.5 2 1.50190899e-06 0.00000000e+00
sigma+ 238 4 1 +3.0 -0.5 1 61 3 1 +3.0 +0.5 2 -1.50190885e-06 0.00000000e+00
sigma+ 58 3 1 +3.0 +3.5 2 233 4 1 +3.0 +4.5 1 -1.50188291e-06 0.00000000e+00
sigma+ 182 3 -1 +3.0 +3.5 2 337 4 -1 +3.0 +4.5 1 1.50188285e-06 0.00000000e+00
sigma+ 11 1 1 +0.0 -2.5 1 166 3 1 +0.0 -1.5 3 -1.50179667e-06 0.00000000e+00
sigma+ 114 2 -1 +0.0 -0.5 1 424 4 -1 +0.0 +0.5 2 1.49527765e-06 0.00000000e+00
sigma+ 147 3 1 +0.0 +1.5 1 6 1 1 +0.0 +2.5 1 1.48750595e-06 0.00000000e+00
sigma+ 102 2 -1 +1.0 +0.5 1 270 3 -1 +1.0 +1.5 1 2.49294827e-41 -1.48469118e-06
sigma+ 34 2 1 +1.0 +0.5 1 132 3 1 +1.0 +1.5 1 -5.63357466e-22 -1.48469118e-06
sigma+ 59 3 1 +3.0 +2.5 2 245 4 1 +3.0 +3.5 2 1.48139495e-06 0.00000000e+00
sigma+ 183 3 -1 +3.0 +2.5 2 349 4 -1 +3.0 +3.5 2 1.48139493e-06 0.00000000e+00
sigma+ 37 2 1 +1.0 -2.5 1 143 3 1 +1.0 -1.5 2 -2.31722627e-17 -1.48132047e-06
sigma+ 105 2 -1 +1.0 -2.5 1 281 3 -1 +1.0 -1.5 2 -1.48131291e-06 2.79980397e-25
sigma+ 320 4 1 +1.0 +2.5 1 319 4 1 +1.0 +3.5 1 1.47095011e-20 1.47576391e-06
sigma+ 392 4 -1 +1.0 +2.5 1 391 4 -1 +1.0 +3.5 1 -1.47576391e-06 -1.96340514e-24
sigma+ 215 4 1 +4.0 -1.5 2 205 4 1 +4.0 -0.5 1 -1.53940274e-24 1.47445636e-06
sigma+ 297 4 -1 +4.0 -1.5 2 287 4 -1 +4.0 -0.5 1 -1.47445632e-06 4.37368784e-24
sigma+ 389 4 -1 +2.0 -3.5 2 224 3 -1 +2.0 -2.5 1 -1.47120130e-06 2.19725091e-24
sigma+ 317 4 1 +2.0 -3.5 2 92 3 1 +2.0 -2.5 1 -1.47120127e-06 2.19725086e-24
sigma+ 367 4 -1 +3.0 -1.5 4 193 3 -1 +3.0 -0.5 3 1.46891444e-06 0.00000000e+00
sigma+ 263 4 1 +3.0 -1.5 4 69 3 1 +3.0 -0.5 3 -1.46891439e-06 0.00000000e+00
sigma+ 149 3 1 +0.0 -0.5 1 157 3 1 +0.0 +0.5 2 -1.46563121e-06 0.00000000e+00
sigma+ 351 4 -1 +3.0 +1.5 2 174 3 -1 +3.0 +2.5 1 -1.46115512e-06 0.00000000e+00
sigma+ 247 4 1 +3.0 +1.5 2 50 3 1 +3.0 +2.5 1 1.46115505e-06 0.00000000e+00
sigma+ 253 4 1 +3.0 -4.5 2 252 4 1 +3.0 -3.5 2 1.46048148e-06 0.00000000e+00
sigma+ 357 4 -1 +3.0 -4.5 2 356 4 -1 +3.0 -3.5 2 -1.46048146e-06 0.00000000e+00
sigma+ 135 3 1 +1.0 -1.5 1 134 3 1 +1.0 -0.5 1 5.20992941e-22 -1.46038954e-06
sigma+ 273 3 -1 +1.0 -1.5 1 272 3 -1 +1.0 -0.5 1 1.46038954e-06 -3.58250821e-24
sigma+ 14 1 1 +0.0 -0.5 2 13 1 1 +0.0 +0.5 2 1.44417012e-06 0.00000000e+00
sigma+ 185 3 -1 +3.0 +0.5 2 175 3 -1 +3.0 +1.5 1 1.43970780e-06 0.00000000e+00
sigma+ 61 3 1 +3.0 +0.5 2 51 3 1 +3.0 +1.5 1 1.43970777e-06 0.00000000e+00
sigma+ 120 2 -1 +0.0 +0.5 2 112 2 -1 +0.0 +1.5 1 1.42853919e-06 0.00000000e+00
sigma+ 175 3 -1 +3.0 +1.5 1 350 4 -1 +3.0 +2.5 2 -1.42770457e-06 0.00000000e+00
sigma+ 51 3 1 +3.0 +1.5 1 246 4 1 +3.0 +2.5 2 -1.42770456e-06 0.00000000e+00
sigma+ 170 3 1 +0.0 +0.5 4 12 1 1 +0.0 +1.5 2 -1.42721425e-06 0.00000000e+00
sigma+ 435 4 -1 +0.0 -1.5 3 121 2 -1 +0.0 -0.5 2 -1.41974335e-06 0.00000000e+00
sigma+ 159 3 1 +0.0 -1.5 2 158 3 1 +0.0 -0.5 2 -1.41901512e-06 0.00000000e+00
sigma+ 31 0 -1 +0.0 -1.5 1 114 2 -1 +0.0 -0.5 1 -1.41846971e-06 0.00000000e+00
sigma+ 50 3 1 +3.0 +2.5 1 58 3 1 +3.0 +3.5 2 1.40930984e-06 0.00000000e+00
sigma+ 174 3 -1 +3.0 +2.5 1 182 3 -1 +3.0 +3.5 2 -1.40930982e-06 0.00000000e+00
sigma+ 68 3 1 +3.0 +0.5 3 60 3 1 +3.0 +1.5 2 1.40830871e-06 0.00000000e+00
sigma+ 192 3 -1 +3.0 +0.5 3 184 3 -1 +3.0 +1.5 2 1.40830868e-06 0.00000000e+00
sigma+ 93 3 1 +2.0 -3.5 1 316 4 1 +2.0 -2.5 2 -8.95725130e-20 -1.40827016e-06
sigma+ 225 3 -1 +2.0 -3.5 1 388 4 -1 +2.0 -2.5 2 1.79410838e-19 -1.40827015e-06
sigma+ 189 3 -1 +3.0 -3.5 2 179 3 -1 +3.0 -2.5 1 1.40741631e-06 0.00000000e+00
sigma+ 65 3 1 +3.0 -3.5 2 55 3 1 +3.0 -2.5 1 -1.40741631e-06 0.00000000e+00
sigma+ 298 4 -1 +4.0 -2.5 2 288 4 -1 +4.0 -1.5 1 -1.40733068e-06 2.79217024e-24
sigma+ 216 4 1 +4.0 -2.5 2 206 4 1 +4.0 -1.5 1 3.98454738e-24 1.40733064e-06
sigma+ 204 4 1 +4.0 +0.5 1 212 4 1 +4.0 +1.5 2 1.40660349e-06 3.76013643e-24
sigma+ 286 4 -1 +4.0 +0.5 1 294 4 -1 +4.0 +1.5 2 -1.40660344e-06 -7.67582953e-24
sigma+ 357 4 -1 +3.0 -4.5 2 365 4 -1 +3.0 -3.5 3 -1.40638851e-06 0.00000000e+00
sigma+ 253 4 1 +3.0 -4.5 2 261 4 1 +3.0 -3.5 3 -1.40638850e-06 0.00000000e+00
sigma+ 24 2 1 +2.0 -1.5 2 314 4 1 +2.0 -0.5 2 1.40223255e-06 -2.18220197e-25
sigma+ 82 2 -1 +2.0 -1.5 2 386 4 -1 +2.0 -0.5 2 1.40223254e-06 -2.18220192e-25
sigma+ 247 4 1 +3.0 +1.5 2 246 4 1 +3.0 +2.5 2 1.40042743e-06 0.00000000e+00
sigma+ 351 4 -1 +3.0 +1.5 2 350 4 -1 +3.0 +2.5 2 1.40042741e-06 0.00000000e+00
sigma+ 3 1 1 +1.0 -1.5 1 2 1 1 +1.0 -0.5 1 -1.39915177e-06 3.01118455e-24
sigma+ 45 1 -1 +1.0 -1.5 1 44 1 -1 +1.0 -0.5 1 -1.39915176e-06 1.99748205e-24
sigma+ 222 3 -1 +2.0 -0.5 1 84 2 -1 +2.0 +0.5 2 1.42464908e-23 -1.38665426e-06
sigma+ 90 3 1 +2.0 -0.5 1 26 2 1 +2.0 +0.5 2 1.85029445e-23 -1.38665422e-06
sigma+ 419 4 -1 +0.0 -5.5 1 429 4 -1 +0.0 -4.5 2 1.38507447e-06 0.00000000e+00
sigma+ 164 3 1 +0.0 +0.5 3 163 3 1 +0.0 +1.5 3 1.38342813e-06 0.00000000e+00
sigma+ 438 4 -1 +0.0 -2.5 4 122 2 -1 +0.0 -1.5 2 -1.38219834e-06 0.00000000e+00
sigma+ 99 3 1 +2.0 -1.5 2 25 2 1 +2.0 -0.5 2 1.16840014e-23 -1.37972930e-06
sigma+ 231 3 -1 +2.0 -1.5 2 83 2 -1 +2.0 -0.5 2 1.20933440e-23 -1.37972929e-06
sigma+ 236 4 1 +3.0 +1.5 1 235 4 1 +3.0 +2.5 1 -1.37593146e-06 0.00000000e+00
sigma+ 340 4 -1 +3.0 +1.5 1 339 4 -1 +3.0 +2.5 1 1.37593145e-06 0.00000000e+00
sigma+ 15 1 1 +0.0 -1.5 2 158 3 1 +0.0 -0.5 2 1.37191247e-06 0.00000000e+00
sigma+ 320 4 1 +1.0 +2.5 1 130 3 1 +1.0 +3.5 1 -7.38458801e-24 -1.36121770e-06
sigma+ 392 4 -1 +1.0 +2.5 1 268 3 -1 +1.0 +3.5 1 2.37019774e-24 -1.36121769e-06
sigma+ 365 4 -1 +3.0 -3.5 3 366 4 -1 +3.0 -2.5 4 -1.34461583e-06 0.00000000e+00
sigma+ 261 4 1 +3.0 -3.5 3 262 4 1 +3.0 -2.5 4 -1.34461581e-06 0.00000000e+00
sigma+ 330 4 1 +1.0 +1.5 2 329 4 1 +1.0 +2.5 2 -1.33396723e-06 -1.15420428e-23
sigma+ 402 4 -1 +1.0 +1.5 2 401 4 -1 +1.0 +2.5 2 -2.42385709e-24 -1.33396723e-06
sigma+ 56 3 1 +3.0 -3.5 1 64 3 1 +3.0 -2.5 2 -1.32979909e-06 0.00000000e+00
sigma+ 180 3 -1 +3.0 -3.5 1 188 3 -1 +3.0 -2.5 2 -1.32979907e-06 0.00000000e+00
sigma+ 259 4 1 +3.0 -1.5 3 62 3 1 +3.0 -0.5 2 -1.32566180e-06 0.00000000e+00
sigma+ 363 4 -1 +3.0 -1.5 3 186 3 -1 +3.0 -0.5 2 1.32566180e-06 0.00000000e+00
sigma+ 99 3 1 +2.0 -1.5 2 21 2 1 +2.0 -0.5 1 -1.12077456e-23 1.32348965e-06
sigma+ 231 3 -1 +2.0 -1.5 2 79 2 -1 +2.0 -0.5 1 -1.16004029e-23 1.32348965e-06
sigma+ 432 4 -1 +0.0 +1.5 3 431 4 -1 +0.0 +2.5 3 1.32269794e-06 0.00000000e+00
sigma+ 261 4 1 +3.0 -3.5 3 260 4 1 +3.0 -2.5 3 1.31502324e-06 0.00000000e+00
sigma+ 365 4 -1 +3.0 -3.5 3 364 4 -1 +3.0 -2.5 3 1.31502321e-06 0.00000000e+00
sigma+ 321 4 1 +1.0 +1.5 1 32 2 1 +1.0 +2.5 1 -9.03580493e-24 1.31471078e-06
sigma+ 393 4 -1 +1.0 +1.5 1 100 2 -1 +1.0 +2.5 1 -1.31471078e-06 5.56197277e-24
sigma+ 0 1 1 +1.0 +1.5 1 138 3 1 +1.0 +2.5 2 9.13671548e-25 1.31447505e-06
sigma+ 42 1 -1 +1.0 +1.5 1 276 3 -1 +1.0 +2.5 2 0.00000000e+00 -1.31447501e-06
sigma+ 52 3 1 +3.0 +0.5 1 51 3 1 +3.0 +1.5 1 -1.31361800e-06 0.00000000e+00
sigma+ 176 3 -1 +3.0 +0.5 1 175 3 -1 +3.0 +1.5 1 1.31361794e-06 0.00000000e+00
sigma+ 17 1 1 +0.0 -0.5 3 13 1 1 +0.0 +0.5 2 -1.31250517e-06 0.00000000e+00
sigma+ 352 4 -1 +3.0 +0.5 2 191 3 -1 +3.0 +1.5 3 1.30883376e-06 0.00000000e+00
sigma+ 248 4 1 +3.0 +0.5 2 67 3 1 +3.0 +1.5 3 -1.30883364e-06 0.00000000e+00
sigma+ 104 2 -1 +1.0 -1.5 1 103 2 -1 +1.0 -0.5 1 5.20175283e-24 1.30688499e-06
sigma+ 36 2 1 +1.0 -1.5 1 35 2 1 +1.0 -0.5 1 -1.30688498e-06 5.97675596e-24
sigma+ 137 3 1 +1.0 -3.5 1 140 3 1 +1.0 -2.5 2 -9.61950234e-25 -1.30643857e-06
sigma+ 275 3 -1 +1.0 -3.5 1 278 3 -1 +1.0 -2.5 2 -9.61950218e-25 -1.30643855e-06
sigma+ 186 3 -1 +3.0 -0.5 2 341 4 -1 +3.0 +0.5 1 1.29879322e-06 0.00000000e+00
sigma+ 62 3 1 +3.0 -0.5 2 237 4 1 +3.0 +0.5 1 -1.29879320e-06 0.00000000e+00
sigma+ 287 4 -1 +4.0 -0.5 1 295 4 -1 +4.0 +0.5 2 -1.29852273e-06 1.74046618e-24
sigma+ 205 4 1 +4.0 -0.5 1 213 4 1 +4.0 +0.5 2 -1.29852273e-06 0.00000000e+00
sigma+ 423 4 -1 +0.0 +1.5 2 118 2 -1 +0.0 +2.5 2 1.29785887e-06 0.00000000e+00
sigma+ 194 3 -1 +3.0 -1.5 3 368 4 -1 +3.0 -0.5 4 -1.29674460e-06 0.00000000e+00
sigma+ 70 3 1 +3.0 -1.5 3 264 4 1 +3.0 -0.5 4 1.29674451e-06 0.00000000e+00
sigma+ 279 3 -1 +1.0 +0.5 2 42 1 -1 +1.0 +1.5 1 -1.29580869e-06 9.96542487e-24
sigma+ 141 3 1 +1.0 +0.5 2 0 1 1 +1.0 +1.5 1 0.00000000e+00 1.29580867e-06
sigma+ 189 3 -1 +3.0 -3.5 2 366 4 -1 +3.0 -2.5 4 -1.29564973e-06 0.00000000e+00
sigma+ 65 3 1 +3.0 -3.5 2 262 4 1 +3.0 -2.5 4 -1.29564966e-06 0.00000000e+00
sigma+ 228 3 -1 +2.0 +0.5 2 77 2 -1 +2.0 +1.5 1 1.29314263e-06 -9.23314123e-24
sigma+ 96 3 1 +2.0 +0.5 2 19 2 1 +2.0 +1.5 1 -4.05967885e-24 -1.29314262e-06
sigma+ 254 4 1 +3.0 +3.5 3 244 4 1 +3.0 +4.5 2 1.28925374e-06 0.00000000e+00
sigma+ 358 4 -1 +3.0 +3.5 3 348 4 -1 +3.0 +4.5 2 1.28925371e-06 0.00000000e+00
sigma+ 133 3 1 +1.0 +0.5 1 321 4 1 +1.0 +1.5 1 -6.94597201e-24 -1.28897602e-06
sigma+ 271 3 -1 +1.0 +0.5 1 393 4 -1 +1.0 +1.5 1 -7.99991626e-24 -1.28897601e-06
sigma+ 275 3 -1 +1.0 -3.5 1 397 4 -1 +1.0 -2.5 1 -4.93322290e-24 -1.28124796e-06
sigma+ 137 3 1 +1.0 -3.5 1 325 4 1 +1.0 -2.5 1 -1.28124795e-06 3.09309344e-24
sigma+ 214 4 1 +4.0 -0.5 2 204 4 1 +4.0 +0.5 1 1.27778453e-06 0.00000000e+00
sigma+ 296 4 -1 +4.0 -0.5 2 286 4 -1 +4.0 +0.5 1 -1.27778453e-06 1.21872974e-24
sigma+ 167 3 1 +0.0 -2.5 3 166 3 1 +0.0 -1.5 3 1.27778008e-06 0.00000000e+00
sigma+ 123 2 -1 +0.0 -2.5 2 439 4 -1 +0.0 -1.5 4 -1.27574404e-06 0.00000000e+00
sigma+ 441 4 -1 +0.0 +0.5 4 442 4 -1 +0.0 +1.5 4 -1.26996546e-06 0.00000000e+00
sigma+ 115 2 -1 +0.0 -1.5 1 126 2 -1 +0.0 -0.5 3 -1.26980303e-06 0.00000000e+00
sigma+ 285 4 -1 +4.0 +1.5 1 293 4 -1 +4.0 +2.5 2 -2.24474251e-24 -1.26316162e-06
sigma+ 203 4 1 +4.0 +1.5 1 211 4 1 +4.0 +2.5 2 -1.26316159e-06 6.35563322e-24
sigma+ 20 2 1 +2.0 +0.5 1 95 3 1 +2.0 +1.5 2 -1.25732869e-06 -4.84845757e-24
sigma+ 78 2 -1 +2.0 +0.5 1 227 3 -1 +2.0 +1.5 2 1.13235624e-24 1.25732866e-06
sigma+ 121 2 -1 +0.0 -0.5 2 129 2 -1 +0.0 +0.5 4 -1.25197564e-06 0.00000000e+00
sigma+ 439 4 -1 +0.0 -1.5 4 440 4 -1 +0.0 -0.5 4 -1.24912820e-06 0.00000000e+00
sigma+ 364 4 -1 +3.0 -2.5 3 363 4 -1 +3.0 -1.5 3 1.24760730e-06 0.00000000e+00
sigma+ 260 4 1 +3.0 -2.5 3 259 4 1 +3.0 -1.5 3 1.24760726e-06 0.00000000e+00
sigma+ 313 4 1 +2.0 +0.5 2 27 2 1 +2.0 +1.5 2 -1.24751451e-06 5.16402263e-24
sigma+ 385 4 -1 +2.0 +0.5 2 85 2 -1 +2.0 +1.5 2 -1.24751451e-06 5.16402262e-24
sigma+ 185 3 -1 +3.0 +0.5 2 184 3 -1 +3.0 +1.5 2 1.24679310e-06 0.00000000e+00
sigma+ 61 3 1 +3.0 +0.5 2 60 3 1 +3.0 +1.5 2 1.24679310e-06 0.00000000e+00
sigma+ 129 2 -1 +0.0 +0.5 4 119 2 -1 +0.0 +1.5 2 -1.24424908e-06 0.00000000e+00
sigma+ 187 3 -1 +3.0 -1.5 2 362 4 -1 +3.0 -0.5 3 1.24391654e-06 0.00000000e+00
sigma+ 63 3 1 +3.0 -1.5 2 258 4 1 +3.0 -0.5 3 -1.24391649e-06 0.00000000e+00
sigma+ 271 3 -1 +1.0 +0.5 1 270 3 -1 +1.0 +1.5 1 -3.49483561e-20 -1.23689401e-06
sigma+ 133 3 1 +1.0 +0.5 1 132 3 1 +1.0 +1.5 1 1.23689401e-06 9.56061521e-24
sigma+ 116 2 -1 +0.0 -2.5 1 127 2 -1 +0.0 -1.5 3 -1.23461617e-06 0.00000000e+00
sigma+ 361 4 -1 +3.0 +0.5 3 184 3 -1 +3.0 +1.5 2 -1.23461596e-06 0.00000000e+00
sigma+ 257 4 1 +3.0 +0.5 3 60 3 1 +3.0 +1.5 2 -1.23461587e-06 0.00000000e+00
sigma+ 344 4 -1 +3.0 -2.5 1 343 4 -1 +3.0 -1.5 1 -1.23368091e-06 0.00000000e+00
sigma+ 240 4 1 +3.0 -2.5 1 239 4 1 +3.0 -1.5 1 1.23368090e-06 0.00000000e+00
